Kraj;Okres;Obec;Katastr
Liberecký kraj;Liberec;Rynoltice;Rynoltice
Liberecký kraj;Liberec;Soběslavice;Soběslavice
Liberecký kraj;Liberec;Světlá pod Ještědem;Rozstání pod Ještědem
Liberecký kraj;Liberec;Světlá pod Ještědem;Světlá pod Ještědem
Liberecký kraj;Liberec;Svijanský Újezd;Svijanský Újezd
Liberecký kraj;Liberec;Svijany;Svijany
Liberecký kraj;Liberec;Sychrov;Radostín u Sychrova
Liberecký kraj;Liberec;Šimonovice;Minkovice
Liberecký kraj;Liberec;Šimonovice;Rašovka
Liberecký kraj;Liberec;Šimonovice;Šimonovice
Liberecký kraj;Liberec;Višňová;Andělka
Liberecký kraj;Liberec;Višňová;Poustka u Frýdlantu
Liberecký kraj;Liberec;Višňová;Předlánce
Liberecký kraj;Liberec;Višňová;Víska u Frýdlantu
Liberecký kraj;Liberec;Višňová;Višňová u Frýdlantu
Liberecký kraj;Liberec;Vlastibořice;Vlastibořice
Liberecký kraj;Liberec;Všelibice;Benešovice u Všelibic
Liberecký kraj;Liberec;Všelibice;Nesvačily u Všelibic
Liberecký kraj;Liberec;Všelibice;Přibyslavice
Liberecký kraj;Liberec;Všelibice;Březová u Všelibic
Liberecký kraj;Liberec;Všelibice;Malčice u Všelibic
Liberecký kraj;Liberec;Všelibice;Všelibice
Liberecký kraj;Liberec;Zdislava;Zdislava
Liberecký kraj;Semily;Paseky nad Jizerou;Paseky nad Jizerou
Liberecký kraj;Semily;Ktová;Ktová
Liberecký kraj;Semily;Loučky;Loučky u Turnova
Liberecký kraj;Semily;Martinice v Krkonoších;Martinice v Krkonoších
Liberecký kraj;Semily;Horka u Staré Paky;Horka u Staré Paky
Liberecký kraj;Semily;Horka u Staré Paky;Nedaříž
Liberecký kraj;Semily;Semily;Semily
Liberecký kraj;Semily;Semily;Bítouchov u Semil
Liberecký kraj;Semily;Semily;Spálov u Semil
Liberecký kraj;Semily;Bělá;Bělá u Staré Paky
Liberecký kraj;Semily;Benecko;Benecko
Liberecký kraj;Semily;Benecko;Dolní Štěpanice
Liberecký kraj;Semily;Benecko;Horní Štěpanice
Liberecký kraj;Semily;Benecko;Mrklov
Liberecký kraj;Semily;Benešov u Semil;Benešov u Semil
Liberecký kraj;Semily;Bozkov;Bozkov
Liberecký kraj;Semily;Bradlecká Lhota;Bradlecká Lhota
Liberecký kraj;Semily;Bukovina u Čisté;Bukovina u Čisté
Liberecký kraj;Semily;Bystrá nad Jizerou;Bystrá nad Jizerou
Liberecký kraj;Semily;Čistá u Horek;Čistá u Horek
Liberecký kraj;Semily;Háje nad Jizerou;Dolní Sytová
Liberecký kraj;Semily;Háje nad Jizerou;Háje nad Jizerou
Liberecký kraj;Semily;Háje nad Jizerou;Rybnice
Liberecký kraj;Semily;Holenice;Holenice
Liberecký kraj;Semily;Horní Branná;Horní Branná
Liberecký kraj;Semily;Horní Branná;Valteřice v Krkonoších
Liberecký kraj;Semily;Hrubá Skála;Hnanice pod Troskami
Liberecký kraj;Semily;Hrubá Skála;Hrubá Skála
Liberecký kraj;Semily;Chuchelna;Chuchelna
Liberecký kraj;Semily;Chuchelna;Lhota Komárov
Liberecký kraj;Semily;Jablonec nad Jizerou;Bratrouchov
Liberecký kraj;Semily;Jablonec nad Jizerou;Horní Dušnice
Liberecký kraj;Semily;Jablonec nad Jizerou;Stromkovice
Liberecký kraj;Semily;Jablonec nad Jizerou;Buřany
Liberecký kraj;Semily;Jablonec nad Jizerou;Jablonec nad Jizerou
Liberecký kraj;Semily;Jesenný;Jesenný
Liberecký kraj;Semily;Jestřabí v Krkonoších;Jestřabí v Krkonoších
Liberecký kraj;Semily;Jestřabí v Krkonoších;Roudnice v Krkonoších
Liberecký kraj;Semily;Jestřabí v Krkonoších;Křížlice
Liberecký kraj;Semily;Jilemnice;Jilemnice
Liberecký kraj;Semily;Jilemnice;Hrabačov
Liberecký kraj;Semily;Kacanovy;Kacanovy
Liberecký kraj;Semily;Karlovice;Karlovice
Liberecký kraj;Semily;Klokočí;Klokočí u Turnova
Liberecký kraj;Semily;Košťálov;Čikvásky
Liberecký kraj;Semily;Košťálov;Košťálov
Liberecký kraj;Semily;Košťálov;Kundratice
Liberecký kraj;Semily;Kruh;Kruh
Liberecký kraj;Semily;Libštát;Libštát
Liberecký kraj;Semily;Lomnice nad Popelkou;Chlum pod Táborem
Liberecký kraj;Semily;Lomnice nad Popelkou;Košov
Liberecký kraj;Semily;Lomnice nad Popelkou;Lomnice nad Popelkou
Liberecký kraj;Semily;Lomnice nad Popelkou;Ploužnice pod Táborem
Liberecký kraj;Semily;Lomnice nad Popelkou;Želechy
Liberecký kraj;Semily;Lomnice nad Popelkou;Rváčov
Liberecký kraj;Semily;Mírová pod Kozákovem;Bělá u Turnova
Liberecký kraj;Semily;Mírová pod Kozákovem;Loktuše
Liberecký kraj;Semily;Mírová pod Kozákovem;Sekerkovy Loučky
Liberecký kraj;Semily;Mírová pod Kozákovem;Vesec pod Kozákovem
Liberecký kraj;Semily;Modřišice;Modřišice
Liberecký kraj;Semily;Mříčná;Mříčná
Liberecký kraj;Semily;Nová Ves nad Popelkou;Nová Ves nad Popelkou
Liberecký kraj;Semily;Ohrazenice;Ohrazenice u Turnova
Liberecký kraj;Semily;Olešnice;Olešnice u Turnova
Liberecký kraj;Semily;Levínská Olešnice;Levínská Olešnice
Liberecký kraj;Semily;Levínská Olešnice;Žďár u Staré Paky
Liberecký kraj;Semily;Peřimov;Peřimov
Liberecký kraj;Semily;Poniklá;Poniklá
Liberecký kraj;Semily;Poniklá;Přívlaka
Liberecký kraj;Semily;Přepeře;Přepeře u Turnova
Liberecký kraj;Semily;Příkrý;Příkrý
Liberecký kraj;Semily;Příkrý;Škodějov
Liberecký kraj;Semily;Radostná pod Kozákovem;Lestkov pod Kozákovem
Liberecký kraj;Semily;Radostná pod Kozákovem;Volavec
Liberecký kraj;Semily;Rakousy;Rakousy
Liberecký kraj;Semily;Rokytnice nad Jizerou;Dolní Rokytnice
Liberecký kraj;Semily;Rokytnice nad Jizerou;Františkov v Krkonoších
Liberecký kraj;Semily;Rokytnice nad Jizerou;Horní Rokytnice nad Jizerou
Liberecký kraj;Semily;Rokytnice nad Jizerou;Rokytno v Krkonoších
Liberecký kraj;Semily;Roprachtice;Roprachtice
Liberecký kraj;Semily;Rovensko pod Troskami;Štěpánovice u Rovenska pod Troskami
Liberecký kraj;Semily;Rovensko pod Troskami;Křečovice pod Troskami
Liberecký kraj;Semily;Rovensko pod Troskami;Rovensko pod Troskami
Liberecký kraj;Semily;Rovensko pod Troskami;Václaví
Liberecký kraj;Semily;Roztoky u Semil;Roztoky u Semil
Liberecký kraj;Semily;Roztoky u Jilemnice;Roztoky u Jilemnice
Liberecký kraj;Semily;Slaná;Bořkov
Liberecký kraj;Semily;Slaná;Hořensko
Liberecký kraj;Semily;Slaná;Nedvězí u Semil
Liberecký kraj;Semily;Slaná;Slaná
Liberecký kraj;Semily;Stružinec;Pohoří u Stružince
Liberecký kraj;Semily;Stružinec;Stružinec u Lomnice nad Popelkou
Liberecký kraj;Semily;Stružinec;Tuhaň u Stružince
Liberecký kraj;Semily;Studenec;Rovnáčov
Liberecký kraj;Semily;Studenec;Studenec u Horek
Liberecký kraj;Semily;Studenec;Zálesní Lhota
Liberecký kraj;Semily;Svojek;Svojek
Liberecký kraj;Semily;Svojek;Tample
Liberecký kraj;Semily;Syřenov;Syřenov
Liberecký kraj;Semily;Syřenov;Žďár u Kumburku
Liberecký kraj;Semily;Tatobity;Tatobity
Liberecký kraj;Semily;Tatobity;Žlábek
Liberecký kraj;Semily;Troskovice;Troskovice
Liberecký kraj;Semily;Turnov;Bukovina u Turnova
Liberecký kraj;Semily;Turnov;Malý Rohozec
Liberecký kraj;Semily;Turnov;Turnov
Liberecký kraj;Semily;Turnov;Daliměřice
Liberecký kraj;Semily;Turnov;Mašov u Turnova
Liberecký kraj;Semily;Veselá;Bítouchov u Veselé
Liberecký kraj;Semily;Veselá;Kotelsko
Liberecký kraj;Semily;Veselá;Veselá u Semil
Liberecký kraj;Semily;Víchová nad Jizerou;Horní Sytová
Liberecký kraj;Semily;Víchová nad Jizerou;Víchová nad Jizerou
Liberecký kraj;Semily;Víchová nad Jizerou;Víchovská Lhota
Liberecký kraj;Semily;Vítkovice;Vítkovice v Krkonoších
Liberecký kraj;Semily;Všeň;Všeň
Liberecký kraj;Semily;Vyskeř;Vyskeř
Liberecký kraj;Semily;Vysoké nad Jizerou;Helkovice
Liberecký kraj;Semily;Vysoké nad Jizerou;Sklenařice
Liberecký kraj;Semily;Vysoké nad Jizerou;Stará Ves u Vysokého nad Jizerou
Liberecký kraj;Semily;Vysoké nad Jizerou;Tříč
Liberecký kraj;Semily;Vysoké nad Jizerou;Vysoké nad Jizerou
Liberecký kraj;Semily;Záhoří;Smrčí u Semil
Liberecký kraj;Semily;Záhoří;Záhoří u Semil
Liberecký kraj;Semily;Žernov;Žernov
Královéhradecký kraj;Hradec Králové;Urbanice;Urbanice u Praskačky
Královéhradecký kraj;Hradec Králové;Pšánky;Pšánky
Královéhradecký kraj;Hradec Králové;Vrchovnice;Vrchovnice
Královéhradecký kraj;Hradec Králové;Obědovice;Obědovice
Královéhradecký kraj;Hradec Králové;Světí;Světí
Královéhradecký kraj;Hradec Králové;Vysoký Újezd;Vysoký Újezd nad Dědinou
Královéhradecký kraj;Hradec Králové;Hradec Králové;Březhrad
Královéhradecký kraj;Hradec Králové;Hradec Králové;Hradec Králové
Královéhradecký kraj;Hradec Králové;Hradec Králové;Slezské Předměstí
Královéhradecký kraj;Hradec Králové;Hradec Králové;Malšovice u Hradce Králové
Královéhradecký kraj;Hradec Králové;Hradec Králové;Třebeš
Královéhradecký kraj;Hradec Králové;Hradec Králové;Pražské Předměstí
Královéhradecký kraj;Hradec Králové;Hradec Králové;Nový Hradec Králové
Královéhradecký kraj;Hradec Králové;Hradec Králové;Kukleny
Královéhradecký kraj;Hradec Králové;Hradec Králové;Kluky
Královéhradecký kraj;Hradec Králové;Hradec Králové;Malšova Lhota
Královéhradecký kraj;Hradec Králové;Hradec Králové;Plácky
Královéhradecký kraj;Hradec Králové;Hradec Králové;Plačice
Královéhradecký kraj;Hradec Králové;Hradec Králové;Plotiště nad Labem
Královéhradecký kraj;Hradec Králové;Hradec Králové;Piletice
Královéhradecký kraj;Hradec Králové;Hradec Králové;Pouchov
Královéhradecký kraj;Hradec Králové;Hradec Králové;Věkoše
Královéhradecký kraj;Hradec Králové;Hradec Králové;Roudnička
Královéhradecký kraj;Hradec Králové;Hradec Králové;Rusek
Královéhradecký kraj;Hradec Králové;Hradec Králové;Slatina u Hradce Králové
Královéhradecký kraj;Hradec Králové;Hradec Králové;Svinary
Královéhradecký kraj;Hradec Králové;Hradec Králové;Svobodné Dvory
Královéhradecký kraj;Hradec Králové;Babice;Velké Babice
Královéhradecký kraj;Hradec Králové;Barchov;Barchov
Královéhradecký kraj;Hradec Králové;Běleč nad Orlicí;Běleč nad Orlicí
Královéhradecký kraj;Hradec Králové;Benátky;Benátky
Královéhradecký kraj;Hradec Králové;Blešno;Blešno
Královéhradecký kraj;Hradec Králové;Boharyně;Boharyně
Královéhradecký kraj;Hradec Králové;Boharyně;Trnava
Královéhradecký kraj;Hradec Králové;Boharyně;Zvíkov nad Bystřicí
Královéhradecký kraj;Hradec Králové;Černilov;Bukovina u Hradce Králové
Královéhradecký kraj;Hradec Králové;Černilov;Černilov
Královéhradecký kraj;Hradec Králové;Černilov;Újezd u Hradce Králové
Královéhradecký kraj;Hradec Králové;Černožice;Černožice nad Labem
Královéhradecký kraj;Hradec Králové;Čistěves;Čistěves
Královéhradecký kraj;Hradec Králové;Divec;Divec
Královéhradecký kraj;Hradec Králové;Dobřenice;Dobřenice
Královéhradecký kraj;Hradec Králové;Dohalice;Dohalice
Královéhradecký kraj;Hradec Králové;Dohalice;Horní Dohalice
Královéhradecký kraj;Hradec Králové;Dolní Přím;Dolní Přím
Královéhradecký kraj;Hradec Králové;Dolní Přím;Horní Přím
Královéhradecký kraj;Hradec Králové;Dolní Přím;Probluz
Královéhradecký kraj;Hradec Králové;Habřina;Habřina
Královéhradecký kraj;Hradec Králové;Hlušice;Hlušice
Královéhradecký kraj;Hradec Králové;Hlušice;Hlušičky
Královéhradecký kraj;Hradec Králové;Hněvčeves;Hněvčeves
Královéhradecký kraj;Hradec Králové;Holohlavy;Holohlavy
Královéhradecký kraj;Hradec Králové;Hořiněves;Hořiněves
Královéhradecký kraj;Hradec Králové;Hořiněves;Jeřičky
Královéhradecký kraj;Hradec Králové;Hořiněves;Želkovice
Královéhradecký kraj;Hradec Králové;Hořiněves;Žíželeves
Královéhradecký kraj;Hradec Králové;Hrádek;Hrádek u Nechanic
Královéhradecký kraj;Hradec Králové;Humburky;Humburky
Královéhradecký kraj;Hradec Králové;Chlumec nad Cidlinou;Chlumec nad Cidlinou
Královéhradecký kraj;Hradec Králové;Chlumec nad Cidlinou;Lučice u Chlumce nad Cidlinou
Královéhradecký kraj;Hradec Králové;Chlumec nad Cidlinou;Pamětník
Královéhradecký kraj;Hradec Králové;Chudeřice;Chudeřice
Královéhradecký kraj;Hradec Králové;Jeníkovice;Jeníkovice u Hradce Králové
Královéhradecký kraj;Hradec Králové;Káranice;Káranice
Královéhradecký kraj;Hradec Králové;Klamoš;Klamoš
Královéhradecký kraj;Hradec Králové;Klamoš;Štít
Královéhradecký kraj;Hradec Králové;Kosice;Kosice
Královéhradecký kraj;Hradec Králové;Kosičky;Kosičky
Královéhradecký kraj;Hradec Králové;Králíky;Chmelovice
Královéhradecký kraj;Hradec Králové;Králíky;Králíky u Nového Bydžova
Královéhradecký kraj;Hradec Králové;Králíky;Podoliby
Královéhradecký kraj;Hradec Králové;Kratonohy;Kratonohy
Královéhradecký kraj;Hradec Králové;Kratonohy;Michnovka
Královéhradecký kraj;Hradec Králové;Kunčice;Kunčice u Nechanic
Královéhradecký kraj;Hradec Králové;Lejšovka;Lejšovka
Královéhradecký kraj;Hradec Králové;Lhota pod Libčany;Hubenice
Královéhradecký kraj;Hradec Králové;Lhota pod Libčany;Lhota pod Libčany
Královéhradecký kraj;Hradec Králové;Libčany;Libčany
Královéhradecký kraj;Hradec Králové;Libčany;Želí
Královéhradecký kraj;Hradec Králové;Libníkovice;Libníkovice
Královéhradecký kraj;Hradec Králové;Librantice;Librantice
Královéhradecký kraj;Hradec Králové;Libřice;Libřice
Královéhradecký kraj;Hradec Králové;Lišice;Lišice
Královéhradecký kraj;Hradec Králové;Lodín;Lodín
Královéhradecký kraj;Hradec Králové;Lochenice;Lochenice
Královéhradecký kraj;Hradec Králové;Lovčice;Lovčice u Nového Bydžova
Královéhradecký kraj;Hradec Králové;Lužany;Lužany nad Trotinou
Královéhradecký kraj;Hradec Králové;Lužec nad Cidlinou;Lužec nad Cidlinou
Královéhradecký kraj;Hradec Králové;Měník;Barchůvek
Královéhradecký kraj;Hradec Králové;Měník;Bydžovská Lhotka
Královéhradecký kraj;Hradec Králové;Měník;Měník u Nového Bydžova
Královéhradecký kraj;Hradec Králové;Mlékosrby;Mlékosrby
Královéhradecký kraj;Hradec Králové;Mokrovousy;Mokrovousy
Královéhradecký kraj;Hradec Králové;Myštěves;Myštěves
Královéhradecký kraj;Hradec Králové;Mžany;Dub u Mžan
Královéhradecký kraj;Hradec Králové;Mžany;Mžany
Královéhradecký kraj;Hradec Králové;Mžany;Stračovská Lhota
Královéhradecký kraj;Hradec Králové;Neděliště;Horní Neděliště
Královéhradecký kraj;Hradec Králové;Neděliště;Dolní Neděliště
Královéhradecký kraj;Hradec Králové;Nechanice;Lubno u Nechanic
Královéhradecký kraj;Hradec Králové;Nechanice;Nechanice
Královéhradecký kraj;Hradec Králové;Nechanice;Staré Nechanice
Královéhradecký kraj;Hradec Králové;Nechanice;Nerošov
Královéhradecký kraj;Hradec Králové;Nechanice;Sobětuš
Královéhradecký kraj;Hradec Králové;Nechanice;Suchá u Nechanic
Královéhradecký kraj;Hradec Králové;Nechanice;Tůně u Nechanic
Královéhradecký kraj;Hradec Králové;Nepolisy;Luková nad Cidlinou
Královéhradecký kraj;Hradec Králové;Nepolisy;Nepolisy
Královéhradecký kraj;Hradec Králové;Nepolisy;Zadražany
Královéhradecký kraj;Hradec Králové;Nové Město;Nové Město nad Cidlinou
Královéhradecký kraj;Hradec Králové;Nový Bydžov;Nový Bydžov
Královéhradecký kraj;Hradec Králové;Nový Bydžov;Chudonice
Královéhradecký kraj;Hradec Králové;Nový Bydžov;Zábědov
Královéhradecký kraj;Hradec Králové;Nový Bydžov;Skochovice
Královéhradecký kraj;Hradec Králové;Nový Bydžov;Skřeněř
Královéhradecký kraj;Hradec Králové;Nový Bydžov;Vysočany u Nového Bydžova
Královéhradecký kraj;Hradec Králové;Ohnišťany;Ohnišťany
Královéhradecký kraj;Hradec Králové;Olešnice;Levín nad Cidlinou
Královéhradecký kraj;Hradec Králové;Olešnice;Olešnice nad Cidlinou
Královéhradecký kraj;Hradec Králové;Osice;Osice
Královéhradecký kraj;Hradec Králové;Osice;Trávník u Osic
Královéhradecký kraj;Hradec Králové;Osice;Polizy
Královéhradecký kraj;Hradec Králové;Osičky;Osičky
Královéhradecký kraj;Hradec Králové;Petrovice;Kanice u Petrovic
Královéhradecký kraj;Hradec Králové;Petrovice;Petrovice u Nového Bydžova
Královéhradecký kraj;Hradec Králové;Písek;Písek u Chlumce nad Cidlinou
Královéhradecký kraj;Hradec Králové;Prasek;Prasek
Královéhradecký kraj;Hradec Králové;Praskačka;Praskačka
Královéhradecký kraj;Hradec Králové;Praskačka;Vlčkovice u Praskačky
Královéhradecký kraj;Hradec Králové;Praskačka;Krásnice
Královéhradecký kraj;Hradec Králové;Praskačka;Sedlice u Hradce Králové
Královéhradecký kraj;Hradec Králové;Předměřice nad Labem;Předměřice nad Labem
Královéhradecký kraj;Hradec Králové;Převýšov;Převýšov
Královéhradecký kraj;Hradec Králové;Račice nad Trotinou;Račice nad Trotinou
Královéhradecký kraj;Hradec Králové;Radíkovice;Radíkovice
Královéhradecký kraj;Hradec Králové;Radostov;Radostov
Královéhradecký kraj;Hradec Králové;Roudnice;Roudnice
Královéhradecký kraj;Hradec Králové;Sendražice;Sendražice u Smiřic
Královéhradecký kraj;Hradec Králové;Skalice;Číbuz
Královéhradecký kraj;Hradec Králové;Skalice;Skalice u Smiřic
Královéhradecký kraj;Hradec Králové;Skalice;Skalička nad Labem
Královéhradecký kraj;Hradec Králové;Skřivany;Skřivany
Královéhradecký kraj;Hradec Králové;Sloupno;Sloupno nad Cidlinou
Královéhradecký kraj;Hradec Králové;Smidary;Chotělice
Královéhradecký kraj;Hradec Králové;Smidary;Červeněves
Královéhradecký kraj;Hradec Králové;Smidary;Křičov
Královéhradecký kraj;Hradec Králové;Smidary;Loučná Hora
Královéhradecký kraj;Hradec Králové;Smidary;Smidary
Královéhradecký kraj;Hradec Králové;Smiřice;Rodov
Královéhradecký kraj;Hradec Králové;Smiřice;Smiřice
Královéhradecký kraj;Hradec Králové;Smržov;Hubíles
Královéhradecký kraj;Hradec Králové;Smržov;Smržov u Smiřic
Královéhradecký kraj;Hradec Králové;Sovětice;Horní Černůtky
Královéhradecký kraj;Hradec Králové;Sovětice;Sovětice
Královéhradecký kraj;Hradec Králové;Stará Voda;Stará Voda
Královéhradecký kraj;Hradec Králové;Stěžery;Hřibsko
Královéhradecký kraj;Hradec Králové;Stěžery;Stěžery
Královéhradecký kraj;Hradec Králové;Stěžery;Stěžírky
Královéhradecký kraj;Hradec Králové;Stračov;Klenice
Královéhradecký kraj;Hradec Králové;Stračov;Stračov
Královéhradecký kraj;Hradec Králové;Střezetice;Dlouhé Dvory
Královéhradecký kraj;Hradec Králové;Střezetice;Střezetice
Královéhradecký kraj;Hradec Králové;Syrovátka;Syrovátka
Královéhradecký kraj;Hradec Králové;Šaplava;Šaplava
Královéhradecký kraj;Hradec Králové;Těchlovice;Těchlovice u Hradce Králové
Královéhradecký kraj;Hradec Králové;Třebechovice pod Orebem;Nepasice
Královéhradecký kraj;Hradec Králové;Třebechovice pod Orebem;Krňovice
Královéhradecký kraj;Hradec Králové;Třebechovice pod Orebem;Polánky nad Dědinou
Královéhradecký kraj;Hradec Králové;Třebechovice pod Orebem;Štěnkov
Královéhradecký kraj;Hradec Králové;Třebechovice pod Orebem;Třebechovice pod Orebem
Královéhradecký kraj;Hradec Králové;Třesovice;Popovice u Nechanic
Královéhradecký kraj;Hradec Králové;Třesovice;Třesovice
Královéhradecký kraj;Hradec Králové;Vinary;Janovice u Vinar
Královéhradecký kraj;Hradec Králové;Vinary;Kozojídky u Vinar
Královéhradecký kraj;Hradec Králové;Vinary;Smidarská Lhota
Královéhradecký kraj;Hradec Králové;Vinary;Vinary u Smidar
Královéhradecký kraj;Hradec Králové;Všestary;Chlum u Hradce Králové
Královéhradecký kraj;Hradec Králové;Všestary;Lípa u Hradce Králové
Královéhradecký kraj;Hradec Králové;Všestary;Rozběřice
Královéhradecký kraj;Hradec Králové;Všestary;Bříza u Všestar
Královéhradecký kraj;Hradec Králové;Všestary;Rosnice u Všestar
Královéhradecký kraj;Hradec Králové;Všestary;Všestary
Královéhradecký kraj;Hradec Králové;Výrava;Výrava
Královéhradecký kraj;Hradec Králové;Vysoká nad Labem;Vysoká nad Labem
Královéhradecký kraj;Hradec Králové;Zachrašťany;Zachrašťany
Královéhradecký kraj;Hradec Králové;Starý Bydžov;Starý Bydžov
Královéhradecký kraj;Hradec Králové;Sadová;Sadová u Sovětic
Královéhradecký kraj;Hradec Králové;Puchlovice;Puchlovice
Královéhradecký kraj;Hradec Králové;Hvozdnice;Hvozdnice u Hradce Králové
Královéhradecký kraj;Hradec Králové;Kobylice;Kobylice
Královéhradecký kraj;Hradec Králové;Zdechovice;Zdechovice u Nového Bydžova
Královéhradecký kraj;Hradec Králové;Máslojedy;Máslojedy
Královéhradecký kraj;Hradec Králové;Jílovice;Jílovice u Českého Meziříčí
Královéhradecký kraj;Hradec Králové;Ledce;Klášter nad Dědinou
Královéhradecký kraj;Hradec Králové;Ledce;Ledce
Královéhradecký kraj;Jičín;Staré Hrady;Staré Hrady
Královéhradecký kraj;Jičín;Bříšťany;Bříšťany
Královéhradecký kraj;Jičín;Milovice u Hořic;Milovice u Hořic
Královéhradecký kraj;Jičín;Petrovičky;Petrovičky u Hořic
Královéhradecký kraj;Jičín;Sukorady;Sukorady u Hořic
Královéhradecký kraj;Jičín;Rokytňany;Dolní Rokytňany
Královéhradecký kraj;Jičín;Rokytňany;Horní Rokytňany
Královéhradecký kraj;Jičín;Bílsko u Hořic;Bílsko u Hořic
Královéhradecký kraj;Jičín;Ohaveč;Ohaveč
Královéhradecký kraj;Jičín;Kostelec;Kostelec u Jičíněvsi
Královéhradecký kraj;Jičín;Kovač;Kovač
Královéhradecký kraj;Jičín;Budčeves;Budčeves
Královéhradecký kraj;Jičín;Budčeves;Nečas
Královéhradecký kraj;Jičín;Sedliště;Sedliště u Starých Hradů
Královéhradecký kraj;Jičín;Borek;Bezník
Královéhradecký kraj;Jičín;Borek;Borek u Miletína
Královéhradecký kraj;Jičín;Borek;Želejov
Královéhradecký kraj;Jičín;Červená Třemešná;Červená Třemešná
Královéhradecký kraj;Jičín;Vřesník;Vřesník u Tetína
Královéhradecký kraj;Jičín;Choteč;Choteč u Lázní Bělohradu
Královéhradecký kraj;Jičín;Březina;Březina u Jičína
Královéhradecký kraj;Jičín;Dolní Lochov;Dolní Lochov
Královéhradecký kraj;Jičín;Staré Místo;Staré Místo
Královéhradecký kraj;Jičín;Brada-Rybníček;Brada
Královéhradecký kraj;Jičín;Dílce;Dílce
Královéhradecký kraj;Jičín;Jinolice;Jinolice
Královéhradecký kraj;Jičín;Kbelnice;Kbelnice u Jičína
Královéhradecký kraj;Jičín;Ohařice;Ohařice
Královéhradecký kraj;Jičín;Zámostí-Blata;Zámostí
Královéhradecký kraj;Jičín;Nevratice;Nevratice
Královéhradecký kraj;Jičín;Chyjice;Chyjice
Královéhradecký kraj;Jičín;Rašín;Rašín
Královéhradecký kraj;Jičín;Butoves;Butoves
Královéhradecký kraj;Jičín;Kacákova Lhota;Kacákova Lhota
Královéhradecký kraj;Jičín;Cholenice;Cholenice
Královéhradecký kraj;Jičín;Bačalky;Bačalky
Královéhradecký kraj;Jičín;Bačalky;Lično u Milkovic
Královéhradecký kraj;Jičín;Kyje;Kyje u Jičína
Královéhradecký kraj;Jičín;Vrbice;Stříbrnice v Čechách
Královéhradecký kraj;Jičín;Vrbice;Vrbice nad Cidlinou
Královéhradecký kraj;Jičín;Kozojedy;Kozojedy u Žlunic
Královéhradecký kraj;Jičín;Sekeřice;Sekeřice
Královéhradecký kraj;Jičín;Slavhostice;Slavhostice
Královéhradecký kraj;Jičín;Jičín;Jičín
Královéhradecký kraj;Jičín;Jičín;Popovice u Jičína
Královéhradecký kraj;Jičín;Jičín;Moravčice
Královéhradecký kraj;Jičín;Jičín;Robousy
Královéhradecký kraj;Jičín;Jičín;Hubálov
Královéhradecký kraj;Jičín;Bašnice;Bašnice
Královéhradecký kraj;Jičín;Běchary;Běchary
Královéhradecký kraj;Jičín;Boháňka;Boháňka
Královéhradecký kraj;Jičín;Boháňka;Chloumek u Hořic
Královéhradecký kraj;Jičín;Boháňka;Votuz
Královéhradecký kraj;Jičín;Tetín;Tetín
Královéhradecký kraj;Jičín;Bystřice;Bystřice
Královéhradecký kraj;Jičín;Bystřice;Važice
Královéhradecký kraj;Jičín;Cerekvice nad Bystřicí;Cerekvice nad Bystřicí
Královéhradecký kraj;Jičín;Cerekvice nad Bystřicí;Třebovětice
Královéhradecký kraj;Jičín;Češov;Češov
Královéhradecký kraj;Jičín;Češov;Liběšice
Královéhradecký kraj;Jičín;Dětenice;Brodek
Královéhradecký kraj;Jičín;Dětenice;Dětenice
Královéhradecký kraj;Jičín;Dětenice;Osenice
Královéhradecký kraj;Jičín;Dobrá Voda u Hořic;Dolní Dobrá Voda
Královéhradecký kraj;Jičín;Dobrá Voda u Hořic;Horní Dobrá Voda
Královéhradecký kraj;Jičín;Holín;Holín
Královéhradecký kraj;Jičín;Holín;Horní Lochov
Královéhradecký kraj;Jičín;Holín;Pařezská Lhota
Královéhradecký kraj;Jičín;Holín;Prachov
Královéhradecký kraj;Jičín;Holovousy;Holovousy v Podkrkonoší
Královéhradecký kraj;Jičín;Hořice;Březovice
Královéhradecký kraj;Jičín;Hořice;Doubrava
Královéhradecký kraj;Jičín;Hořice;Hořice v Podkrkonoší
Královéhradecký kraj;Jičín;Hořice;Libonice
Královéhradecký kraj;Jičín;Hořice;Chvalina
Královéhradecký kraj;Jičín;Hořice;Chlum u Hořic
Královéhradecký kraj;Jičín;Chomutice;Chomutice
Královéhradecký kraj;Jičín;Chomutice;Chomutičky
Královéhradecký kraj;Jičín;Chomutice;Obora u Chomutic
Královéhradecký kraj;Jičín;Jeřice;Dolní Černůtky
Královéhradecký kraj;Jičín;Jeřice;Jeřice
Královéhradecký kraj;Jičín;Jičíněves;Keteň
Královéhradecký kraj;Jičín;Jičíněves;Dolany u Chyjic
Královéhradecký kraj;Jičín;Jičíněves;Bartoušov u Jičíněvsi
Královéhradecký kraj;Jičín;Jičíněves;Jičíněves
Královéhradecký kraj;Jičín;Jičíněves;Žitětín
Královéhradecký kraj;Jičín;Jičíněves;Labouň
Královéhradecký kraj;Jičín;Kněžnice;Kněžnice
Královéhradecký kraj;Jičín;Konecchlumí;Kamenice u Konecchlumí
Královéhradecký kraj;Jičín;Konecchlumí;Konecchlumí
Královéhradecký kraj;Jičín;Kopidlno;Drahoraz
Královéhradecký kraj;Jičín;Kopidlno;Pševes
